0,3.3473547638087706,5,"[-1.1198729624228305, 2.0273319118253297, 0, 2.1225670903738614, -1.629003270924158]","[1280, 1281, 1282, 1285, 1286]",1.205871865143579
1,0.7124313062904615,7,"[1.8770155003389768, 0.7559284087445802, -2.708451549904104, 0.5526920514674486, -1.7257918705069866, -0.5069999935007504, -3.1152091621285685]","[1280, 1281, 1282, 1283, 1284, 1285, 1286]",0.09819959825433199
2,2.2058334459950415,7,"[-1.6033860069489974, 1.5326087160792154, 1.3586836677386172, -1.8191191404664044, -2.9780661319380948, 0.6636324598348196, 0.06844201943077449]","[1280, 1281, 1282, 1283, 1284, 1285, 1286]",0.1466130089580924
3,2.6756582319340394,5,"[-0.022824233288630206, -0.22057700876989725, 0.8776072859256469, 0, 2.857634345863106]","[1280, 1281, 1282, 1283, 1286]",1.1391041536328164
4,0.18345299110956675,7,"[-1.206925121649061, -2.279191681523799, 0.6266257260455244, -2.7569205558669183, 2.2435513312388857, 0.7663877171828496, -0.9547345325437046]","[1280, 1281, 1282, 1283, 1284, 1285, 1286]",0.03800302444257267
5,5.560091708572216,5,"[-3.0656261594134926, 0, -0.006998358108588971, 0, 0]","[1280, 1281, 1283, 1284, 1286]",2.8268478800249754
6,3.70692790770326,4,"[-3.1248627268136433, 3.131157409601592, 0, 0]","[1280, 1281, 1282, 1284]",3.706684066130252
8,9.766932046439273,3,"[-3.07076665522927, 0.026772414024570732, 0]","[1283, 1284, 1285]",3.891888832049432
