3,102.50003258323257,37,"[-1.0813093598433354, -0.30592153831413266, 2.9103515154363238, 2.7721219882741504, 1.5657871387393834, -1.6094999223826314, 1.4132914050531704, -0.2233855828513352, 2.2995004668142123, -0.14733106071548516, -2.594816862496644, 2.599050001301371, 0.25912592033812076, -1.2894983464119534, 2.9705692888352018, -0.3682003609208061, -2.865169845746469, 1.5155027129699192, -0.4102199009873847, 2.882298004831432, -0.20704564072835288, 0.14378733963593449, 3.006149322209894, 0.5335533377184624, -1.8477788285183405, 2.7775767922591665, -0.6041815702714948, 3.1287150017543475, 2.5094034984059164, -0.08951005264919228, -2.253141740157169, -0.4998077796061245, -0.2437416834526861, 2.7470644788928342, -0.4625237503442466, -1.4693770702278546, 0]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]"
5,50.11403908653335,29,"[-1.2921260981796276, -3.0648686611756695, -0.6263438743078107, -0.22083087273565663, -1.6406680641472982, 0.32315408700118353, 0.3376786243568378, -2.859993421061127, 0.3886470184685154, -2.608243490325497, -1.9175844016910935, 1.7025278228261633, 0.12955465999457133, -0.5301456452546215, 0.5237870385795751, -0.6670688180265338, 1.9358094056353548, 3.0688389389918425, -1.2798784145862494, 2.05924492107228, -0.43337108139093716, -0.8028832740526702, 2.61424310478141, -0.5826174403564937, 2.8536051497160297, 2.360874426842238, 0, 2.3167035358645656, 0]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29]"
6,126.2179056012254,85,"[-0.9860598408257915, 0, 0, -0.5305154313286204, -3.0867897515134164, -0.3785511353382715, 0, 0, -1.9661970815846384, 1.0011646123272322, -2.378392691794244, 0, 0, 0, 0, -0.4831597489126881, 0, -2.4736860065853095, 0, 0, -2.535625041069866, 0.4389030048063751, 0.4639575909846126, -2.5997474337823268, 0.8895466407272142, -2.538228779607139, -2.0447053780038162, 1.6859100376025717, 0.4760095200875139, -2.703753924192621, 1.1140295976626726, -2.1910068834350693, 2.4126919984873387, 0, 1.2079987912274865, -2.0312262803084167, 1.994151528372333, -0.11231879860742015, -2.4599565580599716, -0.7925600002360669, -1.5076102561929687, 2.9551935165004943, 0.8078452731178223, -2.1917729614113317, -2.951937157807098, 1.798193527620108, -2.127023914309652, 2.3982509947588904, 0.6790490342939202, 2.5951002459596766, 0.6124972793782855, 2.6228244435864467, -1.8457333876892905, 1.3689267914766698, 0.033312293261028636, -0.7347793488375529, 1.0259657720240798, -0.8680223319098471, 2.402718791983395, 1.727989718532522, -3.0324696685517227, 1.0200353781702298, -1.1121032989610062, -2.347582986492197, 1.7413057081353538, -2.834967294093494, -2.2223533840335885, -0.35559882455806435, -2.3136643195740407, 2.912967540777559, 0.3560874636014825, -1.8253749648766016, 0.2273144006785945, 1.3261468134910823, -2.1418314582388245, 0, -2.3785154704464233, 1.3132561028977978, -1.7893995198483452, -0.95721548109186, 1.1392773194563905, -1.0938297442252956, -0.12567282004660082, 0.95541605490748, -3.092733641300359]","[0, 1, 3, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19, 23, 26, 28, 29, 31, 32, 34, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 96, 97, 98, 99, 100, 101, 102, 103, 104]"
7,174.9974700763563,91,"[-0.9447367453878949, -2.5943763801827355, 0.4107662450597958, 0.8095693040873683, -2.2690847626543005, 0.44035185504048024, -0.7443180588246565, -2.6113611601395426, 0.8834102922913006, 2.80399045385622, 0, -1.9602958038972096, 3.017659126630138, 0.6528813111206253, -2.264915974878237, 1.2382373272235536, -0.9420259463173397, -1.952770701047709, 0.9784855790113635, 1.7392406498311797, -2.421988328769172, 0.35427178071984294, 2.4229423329436717, -2.8288519562662806, 0.23718494657575862, -2.3522363428791837, 0, 0, 2.282687024013855, 0, 1.842256877157978, 0, 3.1282649181572797, 0, 0, -2.9276457172768984, 0, 3.030326311416471, 0, 0, -2.441120012681997, 0.4545237734411233, 1.0908934431770119, -2.2631853799409414, 0.13160008072285634, 2.1900739993268283, -1.9294320767098685, 0.1338786594122594, -2.9059442579797206, 2.9728537026839423, -0.1565091389617448, -2.7714745049073874, 0.9917778316999266, 1.492151730428135, -2.726716795081964, 0.15269811894010094, 0.011033438748658617, -2.945411105260209, 0.15907288644594497, 2.827477504882733, -2.5776218796785355, 0.09527497682321404, -2.949548539447773, -2.7297211856371426, 0.4924508731324487, -2.9620667691870617, -0.5682016918292728, 1.500759301260875, -2.6735609903138857, 0.8063516605086484, -2.69988807167194, -1.9491104813551172, 0.4145004367865275, -2.5336630991305085, -1.484311905667836, 0.142024013787612, -2.7510219500521442, 1.0376714202629778, 0.5135944428481801, -2.6585612572586346, -0.45493515372496807, 1.843790572612774, -2.3487715420416797, 0.326902657739066, 2.103875083715778, -2.4509977452133094, 0.5112716790924323, -2.5246621072054625, -1.7327087662969571, 0.6296817557716546, -2.433873290895351]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31, 32, 34, 35, 37, 38, 43, 45, 46, 48, 49, 51, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104]"
8,61.51984841552389,48,"[0.5416890586706212, -1.6110408022963196, 1.93202966537661, -1.743366881905592, -0.7738163215722015, 1.4650730196657036, -1.595157655030651, -3.0078092076629055, 2.0656313493876532, 0.1547728974974425, 1.2593536733459578, 2.617839723804548, 0.15427346832658045, -2.7696329391486136, 2.334612215590791, 0, 2.8418378180462827, 0, 0.3034646119837087, 0, 0, 0, 0.9345629741850823, 0, -2.5353750919567686, 0, 0, 0, 0, -0.1808047541162235, 0, 0, 0, 2.844258753909394, 0, 2.720241823463484, 0, -0.24869855017605466, -1.1465015417931044, -2.6877588481228556, 0, 0, 0, 0.03478770993411629, 0, -0.948968729980198, 0, 0]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21, 23, 26, 28, 29, 31, 32, 34, 37, 40, 42, 43, 45, 48, 50, 51, 53, 54, 56, 57, 58, 59, 62, 65, 67, 68, 70, 71, 73]"
10,258.3693555366731,98,"[-2.460745198472746, -2.2528243861382204, 1.5375527089117558, -2.477712650137926, -2.053190177387232, 1.4396351600083215, -0.60479049852411, -2.665307351232811, 0.7909753906294105, 2.1397435762146984, -1.9491083187890903, 0.3017274261672889, -2.5013582437183826, -2.9858919139162343, 0.36736980378014106, -2.492344083030693, 0.7374468363847306, 0.7723226526483431, -2.24302417402611, 0.6034973024646709, -2.3858485625935146, -2.0541461877842435, 1.1457757311469439, -2.7646653245670474, -2.1053177048106004, 0, 2.0848375738421607, -0.5027990601916973, -2.1384096931075125, 0.7594499016040689, 0.16439523449632545, -2.5071000157989483, 1.2045404135904705, 2.573742066876897, -1.8284778249712315, 0.9140878833324066, -2.243614199908182, -2.918649124243918, 0.6383102678431963, -2.3330916908110146, 1.3835638203486864, -0.0338762520027123, -2.288886302893826, 0.4213588312792361, 2.9866944673419247, -1.7891544011216658, 0.590519551011229, -3.006223491120099, -2.5976866163539625, 0.4876808862276356, -2.288741730727743, 2.4801014439691733, 0.4909235901025127, -2.617619578147927, 1.1484589579840072, -2.844776156303251, -2.203523798509854, 0.8746130807317607, 2.5400740023958206, -2.1264765516981683, 0.597728158934322, -1.6254413083082013, -2.2224798628754634, 0.6746408080240409, -2.9253457830888117, 0.9102201375605392, -0.6260634560835933, -2.100587719235892, 0.5473408599292056, -0.4646907037840026, -2.2053309553232237, 0.9191782980651632, 2.867847016276441, -1.6007885068359238, 0, 2.011812909938219, 0.7993473471280478, -2.4639556847714243, 1.0740171293249179, -0.5335221481256328, -2.4695868163516965, 0.46569327427779916, -3.028335972511263, -1.656880005306074, 0.5253106136876344, -3.098792610591347, -1.8842312877848775, 0.4393979850376426, -2.4542279697329525, 1.4230180675179545, 0.4147336096064194, -2.3609116135898893, 0.6646583216834321, -0.7634927370351319, 0, 2.491321747408383, 0, 0]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99, 101]"
11,44.608986793902226,34,"[2.056333521794562, 0, 1.1428322189608167, -0.994744675383052, -0.4749216436020392, 1.196247878478822, -2.7363569190249817, 0.7523736409295559, -2.470853414051136, -2.1230690651402524, -0.14099167636229537, -2.6387597977779462, -1.558392536973141, 0.22408924711062983, 2.924537452348, 0.1750173154043698, -1.2334128099200374, -2.994323011304369, -0.9918946795453816, -2.249013614661889, -2.2331219635380903, 0, -2.7561413278253157, 0, 0, 0, -2.449373161992147, 0, 1.4502960491491952, 0, 0.234365302773481, -0.02838834140664622, -1.3514066372321873, 0]","[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 30, 33, 35, 36, 38, 39, 41, 42, 43, 44]"
12,24.60115692290924,32,"[-0.5593972129188166, -1.0417658077159369, 1.7945262769789974, 2.4536853393012703, 0.9509223772670883, -0.1415954232602144, 0.05917853050625493, 0, -2.4356670244930947, -2.4259644629591612, 0, 0, 1.5466726623889244, 0, 0, -2.987523776991564, 0.30550001715788044, 0, 1.4981034794269925, 0, 0, 0, 0, 2.575747205303485, 0, 0, -0.06808223972678609, 0, 0, -2.61248083027919, 1.0067385542466811, 0]","[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 15, 16, 18, 20, 21, 22, 24, 25, 27, 30, 33, 35, 36, 39, 44, 45, 47, 51, 52, 53]"
13,27.285560225831905,13,"[-1.3664947426921192, 2.082114569905299, -1.0402118171492112, 2.953323373849152, -2.4973288466595984, 0.7484182489215214, -2.715487283957392, -0.9892720775002285, 0.2784165776372766, 2.3405270488363725, -1.4226069582842442, -1.0363506699455896, 0]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]"
14,32.43322948730782,105,"[-0.5765264008679866, -1.3501300978134758, 1.9735407513009615, 2.5978879339319567, -1.4123890531443435, 1.547559164286644, 2.3280104424183885, 2.2320596838024445, -1.059378616850275, -1.7999204564369362, -2.734298505808537, 1.6684341319039186, -1.2069605912998032, 2.9417356057176236, -1.1323433353253585, 1.7387049916039217, -1.4844434030078855, 1.3410886067999184, 2.5757094792932067, -1.2118587486798629, -0.11073841971389567, 2.3934912324106663, -0.6383432719521401, 2.132642783892828, -2.245623156653118, -0.38155309158734885, 1.9295049858959614, 2.9178107168961764, -0.617016141059737, 1.705944262882211, 2.071253379929027, -0.8618219079751183, 1.945554486726072, -1.5872023455684534, 1.632867181264674, -1.1883676083010666, 2.1093875880933504, 1.6809349622498353, -2.248031921004539, -1.3804413556240682, 0.8781731812403404, -1.33084567540798, -0.8352781346846389, 2.408479769536627, -0.5530850727817299, 0.013820386527726587, 3.1180150052594264, 1.3589269749952753, -2.077631361820922, -0.6937429737564624, -0.3900793529186827, 2.2051126886062002, -1.3177247311470799, 1.9476124838575826, -1.5227195192993475, 1.7618677249572097, -1.2103834952211072, 1.6827003755095424, -0.9773363536407353, 2.1414299869849933, -1.1794124713805325, 2.2075726577796213, 0.35654196462606214, -1.1626736571837424, 0.5369005125387174, 1.54241078249682, 2.53079000178972, -1.2530903688266977, 1.786635065955059, -1.4276172877269322, 2.1178997981470333, -0.9415646430615818, 0.18819439253418316, 2.6480852473595133, -3.0119139720013397, 0.45237328444243496, -0.04063864557430146, -0.7904700566748218, 2.054205271314105, -0.9867791835729773, 2.0713375831399192, -2.0565273484456488, -1.4582363540405978, -1.0050083087752166, -3.1155939740133634, 1.2646718445149798, 0.6943718438903018, -1.8836328302975156, -0.9537584096491393, 2.5806500563797385, 0.8250607510012592, 2.8397330899613547, -0.21751081078733875, -0.8860465158032353, 0.6264321468583303, -2.3490347080029546, 2.133505968037519, -1.1085849806973131, 2.2772836714711615, -0.7984684468730914, 2.1556888959762706, 2.303498096663847, -1.2022420434774361, 1.883251171340461, -1.473886499778118]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104]"
